Reviewid,Sentiment
Review_14157,excellent
Review_14158,excellent
Review_14159,excellent
Review_14160,good
Review_14161,good
Review_14162,good
Review_14163,excellent
Review_14164,excellent
Review_14165,excellent
Review_14166,good
Review_14167,bad
Review_14168,good
Review_14169,excellent
Review_14170,excellent
Review_14171,excellent
Review_14172,good
Review_14173,good
Review_14174,bad
Review_14175,bad
Review_14176,excellent
Review_14177,excellent
Review_14178,excellent
Review_14179,good
Review_14180,excellent
Review_14181,excellent
Review_14182,good
Review_14183,bad
Review_14184,excellent
Review_14185,good
Review_14186,good
Review_14187,excellent
Review_14188,good
Review_14189,excellent
Review_14190,bad
Review_14191,excellent
Review_14192,good
Review_14193,good
Review_14194,good
Review_14195,good
Review_14196,excellent
Review_14197,bad
Review_14198,good
Review_14199,good
Review_14200,bad
Review_14201,good
Review_14202,good
Review_14203,excellent
Review_14204,good
Review_14205,excellent
Review_14206,bad
Review_14207,good
Review_14208,bad
Review_14209,good
Review_14210,good
Review_14211,good
Review_14212,bad
Review_14213,bad
Review_14214,bad
Review_14215,bad
Review_14216,good
Review_14217,bad
Review_14218,excellent
Review_14219,good
Review_14220,bad
Review_14221,bad
Review_14222,excellent
Review_14223,bad
Review_14224,bad
Review_14225,bad
Review_14226,good
Review_14227,excellent
Review_14228,good
Review_14229,good
Review_14230,bad
Review_14231,good
Review_14232,bad
Review_14233,bad
Review_14234,bad
Review_14235,bad
Review_14236,bad
Review_14237,bad
Review_14238,good
Review_14239,good
Review_14240,good
Review_14241,good
Review_14242,good
Review_14243,good
Review_14244,bad
Review_14245,good
Review_14246,bad
Review_14247,excellent
Review_14248,bad
Review_14249,good
Review_14250,bad
Review_14251,good
Review_14252,good
Review_14253,good
Review_14254,good
Review_14255,good
Review_14256,bad
Review_14257,good
Review_14258,good
Review_14259,excellent
Review_14260,good
Review_14261,good
Review_14262,good
Review_14263,good
Review_14264,good
Review_14265,good
Review_14266,bad
Review_14267,bad
Review_14268,good
Review_14269,bad
Review_14270,bad
Review_14271,bad
Review_14272,bad
Review_14273,bad
Review_14274,good
Review_14275,bad
Review_14276,bad
Review_14277,bad
Review_14278,bad
Review_14279,bad
Review_14280,good
Review_14281,bad
Review_14282,bad
Review_14283,bad
Review_14284,bad
Review_14285,bad
Review_14286,bad
Review_14287,good
Review_14288,good
Review_14289,bad
Review_14290,good
Review_14291,excellent
Review_14292,bad
Review_14293,excellent
Review_14294,good
Review_14295,good
Review_14296,bad
Review_14297,bad
Review_14298,bad
Review_14299,good
Review_14300,bad
Review_14301,bad
Review_14302,bad
Review_14303,good
Review_14304,bad
Review_14305,bad
Review_14306,good
Review_14307,good
Review_14308,good
Review_14309,bad
Review_14310,bad
Review_14311,excellent
Review_14312,excellent
Review_14313,bad
Review_14314,good
Review_14315,good
Review_14316,bad
Review_14317,good
Review_14318,bad
Review_14319,excellent
Review_14320,good
Review_14321,excellent
Review_14322,good
Review_14323,excellent
Review_14324,good
Review_14325,excellent
Review_14326,good
Review_14327,excellent
Review_14328,excellent
Review_14329,excellent
Review_14330,excellent
Review_14331,excellent
Review_14332,excellent
Review_14333,good
Review_14334,excellent
Review_14335,bad
Review_14336,good
Review_14337,good
Review_14338,good
Review_14339,good
Review_14340,good
Review_14341,excellent
Review_14342,excellent
Review_14343,good
Review_14344,good
Review_14345,excellent
Review_14346,bad
Review_14347,bad
Review_14348,excellent
Review_14349,excellent
Review_14350,excellent
Review_14351,excellent
Review_14352,bad
Review_14353,good
Review_14354,bad
Review_14355,good
Review_14356,bad
Review_14357,excellent
Review_14358,excellent
Review_14359,good
Review_14360,excellent
Review_14361,bad
Review_14362,good
Review_14363,excellent
Review_14364,bad
Review_14365,good
Review_14366,bad
Review_14367,good
Review_14368,excellent
Review_14369,good
Review_14370,excellent
Review_14371,good
Review_14372,bad
Review_14373,excellent
Review_14374,excellent
Review_14375,bad
Review_14376,good
Review_14377,excellent
Review_14378,excellent
Review_14379,excellent
Review_14380,good
Review_14381,excellent
Review_14382,excellent
Review_14383,good
Review_14384,excellent
Review_14385,excellent
Review_14386,excellent
Review_14387,excellent
Review_14388,excellent
Review_14389,excellent
Review_14390,good
Review_14391,excellent
Review_14392,excellent
Review_14393,excellent
Review_14394,bad
Review_14395,excellent
Review_14396,excellent
Review_14397,excellent
Review_14398,excellent
Review_14399,excellent
Review_14400,excellent
Review_14401,excellent
Review_14402,excellent
Review_14403,excellent
Review_14404,good
Review_14405,excellent
Review_14406,excellent
Review_14407,excellent
Review_14408,excellent
Review_14409,excellent
Review_14410,excellent
Review_14411,excellent
Review_14412,excellent
Review_14413,excellent
Review_14414,excellent
Review_14415,good
Review_14416,excellent
Review_14417,bad
Review_14418,excellent
Review_14419,excellent
Review_14420,excellent
Review_14421,excellent
Review_14422,excellent
Review_14423,excellent
Review_14424,excellent
Review_14425,excellent
Review_14426,excellent
Review_14427,good
Review_14428,excellent
Review_14429,excellent
Review_14430,good
Review_14431,good
Review_14432,excellent
Review_14433,good
Review_14434,excellent
Review_14435,excellent
Review_14436,excellent
Review_14437,good
Review_14438,excellent
Review_14439,good
Review_14440,excellent
Review_14441,bad
Review_14442,excellent
Review_14443,excellent
Review_14444,excellent
Review_14445,good
Review_14446,good
Review_14447,excellent
Review_14448,excellent
Review_14449,excellent
Review_14450,excellent
Review_14451,excellent
Review_14452,excellent
Review_14453,excellent
Review_14454,excellent
Review_14455,excellent
Review_14456,excellent
Review_14457,good
Review_14458,excellent
Review_14459,excellent
Review_14460,excellent
Review_14461,excellent
Review_14462,excellent
Review_14463,excellent
Review_14464,good
Review_14465,good
Review_14466,good
Review_14467,good
Review_14468,excellent
